,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
3966,I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
2328,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
1678,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12
1460,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8
1559,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
2947,M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
3297,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
1980,F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
2064,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
818,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6
441,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
2381,M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
3958,F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
2329,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
3718,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
1905,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
314,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
1329,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
2883,I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8
615,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13
3155,M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
2777,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9
1056,I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
3454,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
2990,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
3740,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
2105,M,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
87,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
1120,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
397,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
3183,M,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11
848,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
3791,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
711,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
3428,I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4
3049,M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9
1413,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13
4120,M,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7
2243,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
1145,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
3495,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
865,F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
3856,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
2215,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
407,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
2423,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
3530,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7
704,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
3310,F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
246,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
2148,M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
787,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
3381,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
3124,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
682,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
1703,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
3461,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
3628,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13
3937,M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
1547,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6
2040,I,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
4015,M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
3724,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
1356,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
1014,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
2632,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
2497,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
2364,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
2995,M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
1602,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9
3727,M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7
1328,I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
3289,M,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
2048,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
2292,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
1728,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
3090,M,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
2889,I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
3423,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
3013,I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8
4094,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13
715,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7
1638,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
82,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
3681,M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11
2407,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12
3909,F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10
547,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
3884,I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
1714,F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
3536,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
457,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
240,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
552,I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
3950,F,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13
3083,I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
3936,F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
1234,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5
629,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
3062,F,0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11
2521,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
3304,F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
3386,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
1015,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
2884,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
1769,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
96,M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
2014,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10
2132,F,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
538,M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
3387,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
1198,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
2384,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
536,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
2131,M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
2587,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
2906,M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8
2843,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
499,M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
1383,F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
526,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
1376,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
105,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
3822,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
657,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
4035,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
1774,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
443,I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
2967,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
211,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
2520,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
3035,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
1375,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
2003,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
2076,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
4065,I,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
944,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
3076,F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
2743,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7
3273,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
2922,M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
4034,M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
1101,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
977,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
2456,I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5
644,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
3296,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
1521,F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
1226,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
4115,F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
190,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
3788,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
3301,F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
2188,M,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12
3573,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
3854,F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
3623,M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
3335,F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
1215,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
1071,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
3085,I,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,6
3224,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
338,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
582,F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
3855,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
3551,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
890,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
3749,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7
4165,I,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
2753,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8
2677,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9
17,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
2224,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
393,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9
3113,I,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,7
4007,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
1348,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
1137,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
3957,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
1029,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
862,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11
2447,I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6
3766,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
1958,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
3555,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
968,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
2489,M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15
3589,M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
3713,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
1046,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
282,F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
4107,I,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
1531,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
3046,M,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
4050,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
2100,I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
3531,I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7
853,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
1961,F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
2710,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
628,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
2027,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
759,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15
835,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
3182,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
2848,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
614,I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
2600,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
1317,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
3116,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
4149,I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
1785,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
1527,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
3783,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
1767,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
3632,I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
2641,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7
718,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
2582,M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
3961,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
884,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
1121,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
1090,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
1060,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
3844,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
2791,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10
751,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
1134,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
3882,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
3490,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
2182,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
2047,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
3362,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
111,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
1655,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
3269,F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
3509,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
4084,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
1820,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
555,I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
2221,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
3597,M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
2044,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
2707,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
1115,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
1902,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
3356,I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6
2656,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
4029,I,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7
2281,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
1553,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
3814,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
431,M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
609,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
3998,I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
513,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
3474,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
3999,I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
3817,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
4106,F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
183,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
1338,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
3256,F,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
2366,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
3305,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16
551,I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
2493,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
3801,I,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
544,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
280,F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15
528,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
1910,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
3943,M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
3643,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
3099,M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
3761,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
4085,M,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11
2054,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
421,I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11
4030,I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
427,M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
570,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
4064,F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
971,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7
3796,F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
2512,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
3067,M,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
3189,M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
1377,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
1330,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
1353,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
2830,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
612,M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9
4150,I,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7
3590,F,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11
3167,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
3444,F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
1031,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
1002,F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9
3778,I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9
1272,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
1946,M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
3815,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
2436,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
3291,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
2159,F,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
913,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
2445,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
2203,M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
3262,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
2762,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
3228,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
1568,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
3486,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
2417,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
3019,I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8
1776,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
3496,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
3517,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11
1730,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
4145,M,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
358,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
1392,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
1821,F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
3360,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
2770,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
2819,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
586,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
2495,M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
2461,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
1343,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
3981,M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
3710,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
3255,I,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
3168,M,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15
3276,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
3818,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
3288,F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15
2697,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10
1153,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
1636,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
3096,F,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
